run_dir,checkpoint_path,teammate_embed_dim,objective_hidden_dim,set_hidden_dim,fusion_hidden_dim,objective_num_layers,ff_expansion,num_set_blocks,dropout,learning_rate,weight_decay,batch_size,label_mapping_enabled,best_epoch,stop_reason,val_accuracy,val_macro_f1,val_weighted_f1,test_accuracy,test_macro_f1,test_weighted_f1,best_val_loss,best_val_macro_f1_during_training
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_138_h192_objh256_te128_fu256_obj2_ff2_blocks5_drop0p1_lr0p0005_wd0p0001,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_138_h192_objh256_te128_fu256_obj2_ff2_blocks5_drop0p1_lr0p0005_wd0p0001/best_model.pt,128,256,192,256,2,2,5,0.1,0.0005,0.0001,512,True,1,early_stopping_val_macro_f1_patience_3,0.5750202161287952,0.5486326521415699,0.5836960467501613,0.5640133391329564,0.5403644142009325,0.552864930132333,1.8613043670301084,0.5486326521415699
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_087_h128_objh128_te64_fu128_obj2_ff2_blocks4_drop0p25_lr0p001_wd0p0005,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_087_h128_objh128_te64_fu128_obj2_ff2_blocks4_drop0p25_lr0p001_wd0p0005/best_model.pt,64,128,128,128,2,2,4,0.25,0.001,0.0005,512,True,3,early_stopping_val_loss_overfit_patience_3,0.5814893773432331,0.5486304652595408,0.5909246739785026,0.5173263737857039,0.48598498907786103,0.5120339699036293,1.9336396168779444,0.5486304652595408
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_448_h256_objh384_te256_fu384_obj2_ff2_blocks4_drop0p25_lr0p0005_wd0p0005,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_448_h256_objh384_te256_fu384_obj2_ff2_blocks4_drop0p25_lr0p0005_wd0p0005/best_model.pt,256,384,256,384,2,2,4,0.25,0.0005,0.0005,512,True,2,early_stopping_val_loss_overfit_patience_3,0.5622289200911563,0.5486022702181926,0.5797104360883567,0.5255183413078149,0.494615056916769,0.5088765237362669,2.1768129688722118,0.5486022702181926
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_035_h128_objh128_te64_fu128_obj1_ff4_blocks5_drop0p15_lr0p001_wd0p0001,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_035_h128_objh128_te64_fu128_obj1_ff4_blocks5_drop0p15_lr0p001_wd0p0001/best_model.pt,64,128,128,128,1,4,5,0.15,0.001,0.0001,512,True,2,early_stopping_val_loss_overfit_patience_3,0.5856061162978755,0.5484564031000806,0.5814400348899973,0.5703204291721038,0.5329837209745456,0.5498176602774585,2.0625918595879167,0.5484564031000806
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_272_h256_objh256_te128_fu256_obj1_ff4_blocks3_drop0p15_lr0p0005_wd0p0001,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_272_h256_objh256_te128_fu256_obj1_ff4_blocks3_drop0p15_lr0p0005_wd0p0001/best_model.pt,128,256,256,256,1,4,3,0.15,0.0005,0.0001,512,True,2,early_stopping_val_macro_f1_patience_3,0.5734764390208043,0.5482790114903182,0.5794479023723937,0.5332753371030883,0.5041783386935292,0.5250080610079755,1.764795583707315,0.5482790114903182
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_070_h128_objh128_te64_fu128_obj2_ff4_blocks4_drop0p2_lr0p0005_wd0p0005,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_070_h128_objh128_te64_fu128_obj2_ff4_blocks4_drop0p2_lr0p0005_wd0p0005/best_model.pt,64,128,128,128,2,4,4,0.2,0.0005,0.0005,512,True,3,early_stopping_val_loss_overfit_patience_3,0.5770050724104977,0.5479082105624209,0.5862485717270652,0.5110192837465565,0.4832366869946277,0.5001100762909174,1.7291013421835724,0.5479082105624209
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_388_h256_objh384_te256_fu384_obj1_ff2_blocks4_drop0p15_lr0p0005_wd0p0001,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_388_h256_objh384_te256_fu384_obj1_ff2_blocks4_drop0p15_lr0p0005_wd0p0001/best_model.pt,256,384,256,384,1,2,4,0.15,0.0005,0.0001,512,True,2,early_stopping_val_loss_overfit_patience_3,0.593692567815923,0.547602709456892,0.5853238340675138,0.5625634333768305,0.5324947792623892,0.54787828281094,2.1821479068862066,0.547602709456892
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_346_h256_objh256_te128_fu256_obj1_ff4_blocks4_drop0p3_lr0p0005_wd0p001,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_346_h256_objh256_te128_fu256_obj1_ff4_blocks4_drop0p3_lr0p0005_wd0p001/best_model.pt,128,256,256,256,1,4,4,0.3,0.0005,0.001,512,True,1,early_stopping_val_macro_f1_patience_3,0.5833272072336985,0.5470206008933691,0.57898467368887,0.5886617369870958,0.5591766797184069,0.5757470369465485,1.9509149304142706,0.5470206008933691
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_254_h256_objh256_te128_fu256_obj2_ff2_blocks3_drop0p1_lr0p0005_wd0p0001,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_254_h256_objh256_te128_fu256_obj2_ff2_blocks3_drop0p1_lr0p0005_wd0p0001/best_model.pt,128,256,256,256,2,2,3,0.1,0.0005,0.0001,512,True,1,early_stopping_val_macro_f1_patience_3,0.590457987208704,0.5470117844199723,0.5849132976184478,0.548064375815572,0.5093057446828908,0.5257556620547158,2.0789637057869523,0.5470117844199723
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_072_h128_objh128_te64_fu128_obj2_ff4_blocks5_drop0p2_lr0p0005_wd0p0005,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_072_h128_objh128_te64_fu128_obj2_ff4_blocks5_drop0p2_lr0p0005_wd0p0005/best_model.pt,64,128,128,128,2,4,5,0.2,0.0005,0.0005,512,True,4,early_stopping_val_loss_overfit_patience_3,0.5764169668455488,0.546718157460079,0.5802977382551695,0.5305205161664491,0.49800243703540076,0.5231684005194687,1.8276800027600042,0.546718157460079
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_251_h256_objh256_te128_fu256_obj1_ff4_blocks5_drop0p1_lr0p001_wd0p0001,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_251_h256_objh256_te128_fu256_obj1_ff4_blocks5_drop0p1_lr0p001_wd0p0001/best_model.pt,128,256,256,256,1,4,5,0.1,0.001,0.0001,512,True,1,early_stopping_val_macro_f1_patience_3,0.5786223627141072,0.5466228961987177,0.5732424163994557,0.5579962302450341,0.5161728871878367,0.5429274680022832,2.4199268972432173,0.5466228961987177
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_400_h256_objh384_te256_fu384_obj2_ff2_blocks4_drop0p15_lr0p0005_wd0p0001,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_400_h256_objh384_te256_fu384_obj2_ff2_blocks4_drop0p15_lr0p0005_wd0p0001/best_model.pt,256,384,256,384,2,2,4,0.15,0.0005,0.0001,512,True,1,early_stopping_val_macro_f1_patience_3,0.5900904212306108,0.5465533181297348,0.5897957933810384,0.5402348847324924,0.5064416216044932,0.5191271669402537,2.2330336283754417,0.5465533181297348
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_113_h128_objh128_te64_fu128_obj2_ff2_blocks5_drop0p3_lr0p001_wd0p001,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_113_h128_objh128_te64_fu128_obj2_ff2_blocks5_drop0p3_lr0p001_wd0p001/best_model.pt,64,128,128,128,2,2,5,0.3,0.001,0.001,512,True,2,early_stopping_val_macro_f1_patience_3,0.5678894361537896,0.5462399522189556,0.5748360283673407,0.5672031317964332,0.5346634517196934,0.5434522851909163,1.8211406822557803,0.5462399522189556
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_166_h192_objh256_te128_fu256_obj2_ff4_blocks4_drop0p15_lr0p0005_wd0p0001,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_166_h192_objh256_te128_fu256_obj2_ff4_blocks4_drop0p15_lr0p0005_wd0p0001/best_model.pt,128,256,192,256,2,4,4,0.15,0.0005,0.0001,512,True,1,early_stopping_val_macro_f1_patience_3,0.5892082628831875,0.5459221510300977,0.5881493622167773,0.5765550239234449,0.5485125347910963,0.562189615251667,1.8265573801817718,0.5459221510300977
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_005_h128_objh128_te64_fu128_obj1_ff2_blocks5_drop0p1_lr0p001_wd0p0001,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_005_h128_objh128_te64_fu128_obj1_ff2_blocks5_drop0p1_lr0p001_wd0p0001/best_model.pt,64,128,128,128,1,2,5,0.1,0.001,0.0001,512,True,2,early_stopping_val_loss_overfit_patience_3,0.5727413070646181,0.5458924483422033,0.5795334580308179,0.5514716543424677,0.5251719005146396,0.5466613599781069,2.0835825867123074,0.5458924483422033
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_124_h192_objh256_te128_fu256_obj1_ff2_blocks4_drop0p1_lr0p0005_wd0p0001,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_124_h192_objh256_te128_fu256_obj1_ff2_blocks4_drop0p1_lr0p0005_wd0p0001/best_model.pt,128,256,192,256,1,2,4,0.1,0.0005,0.0001,512,True,4,early_stopping_val_loss_overfit_patience_3,0.5692861868705432,0.5457991400837275,0.5771019032733157,0.5325503842250253,0.505353375291683,0.5138128348793718,2.324359968856529,0.5457991400837275
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_063_h128_objh128_te64_fu128_obj2_ff2_blocks4_drop0p2_lr0p001_wd0p0005,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_063_h128_objh128_te64_fu128_obj2_ff2_blocks4_drop0p2_lr0p001_wd0p0005/best_model.pt,64,128,128,128,2,2,4,0.2,0.001,0.0005,512,True,1,early_stopping_val_macro_f1_patience_3,0.5838417996030287,0.5456714548494251,0.5812431128662064,0.5578512396694215,0.520635684012935,0.5303480602383783,1.9000028393886708,0.5456714548494251
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_049_h128_objh128_te64_fu128_obj1_ff2_blocks3_drop0p2_lr0p001_wd0p0005,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_049_h128_objh128_te64_fu128_obj1_ff2_blocks3_drop0p2_lr0p001_wd0p0005/best_model.pt,64,128,128,128,1,2,3,0.2,0.001,0.0005,512,True,3,early_stopping_val_loss_overfit_patience_3,0.5652429611115195,0.5455790608766554,0.5722080254802003,0.5490793098448601,0.5102693205072112,0.534347743273294,2.1679909803249218,0.5455790608766554
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_125_h192_objh256_te128_fu256_obj1_ff2_blocks5_drop0p1_lr0p001_wd0p0001,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_125_h192_objh256_te128_fu256_obj1_ff2_blocks5_drop0p1_lr0p001_wd0p0001/best_model.pt,128,256,192,256,1,2,5,0.1,0.001,0.0001,512,True,4,early_stopping_val_loss_overfit_patience_3,0.5618613541130633,0.5455236663793683,0.5626093539276936,0.5550964187327824,0.5178086546598634,0.5385622201203513,2.2834875958937184,0.5455236663793683
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_174_h192_objh256_te128_fu256_obj1_ff2_blocks5_drop0p2_lr0p0005_wd0p0005,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_174_h192_objh256_te128_fu256_obj1_ff2_blocks5_drop0p2_lr0p0005_wd0p0005/best_model.pt,128,256,192,256,1,2,5,0.2,0.0005,0.0005,512,True,3,early_stopping_val_loss_overfit_patience_3,0.5692126736749247,0.5452415794442406,0.5814084019439549,0.5246483978541395,0.47560154236687774,0.5044601803929115,1.9701084914030853,0.5452415794442406
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_183_h192_objh256_te128_fu256_obj2_ff2_blocks4_drop0p2_lr0p001_wd0p0005,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_183_h192_objh256_te128_fu256_obj2_ff2_blocks4_drop0p2_lr0p001_wd0p0005/best_model.pt,128,256,192,256,2,2,4,0.2,0.001,0.0005,512,True,2,early_stopping_val_loss_overfit_patience_3,0.5900904212306108,0.5451851274822613,0.591162408927002,0.5519066260693055,0.5175745972626561,0.5315624370270596,1.9898564925900213,0.5451851274822613
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_140_h192_objh256_te128_fu256_obj2_ff4_blocks3_drop0p1_lr0p0005_wd0p0001,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_140_h192_objh256_te128_fu256_obj2_ff4_blocks3_drop0p1_lr0p0005_wd0p0001/best_model.pt,128,256,192,256,2,4,3,0.1,0.0005,0.0001,512,True,2,early_stopping_val_loss_overfit_patience_3,0.5877379989708152,0.5449333392785763,0.5903231943350898,0.5363926344787588,0.4959248859030278,0.52024419685213,2.024847397097835,0.5449333392785763
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_420_h256_objh384_te256_fu384_obj1_ff4_blocks5_drop0p2_lr0p0005_wd0p0005,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_420_h256_objh384_te256_fu384_obj1_ff4_blocks5_drop0p2_lr0p0005_wd0p0005/best_model.pt,256,384,256,384,1,4,5,0.2,0.0005,0.0005,512,True,1,early_stopping_val_macro_f1_patience_3,0.5829596412556054,0.5445278470647235,0.5804706903698301,0.5750326228795128,0.5449790492394726,0.5557108429094527,1.8958177125012432,0.5445278470647235
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_196_h192_objh256_te128_fu256_obj1_ff2_blocks4_drop0p25_lr0p0005_wd0p0005,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_196_h192_objh256_te128_fu256_obj1_ff2_blocks4_drop0p25_lr0p0005_wd0p0005/best_model.pt,128,256,192,256,1,2,4,0.25,0.0005,0.0005,512,True,2,early_stopping_val_loss_overfit_patience_3,0.5845769315592149,0.5443453981011309,0.5873019903491593,0.5197187182833116,0.48284582944404164,0.49473699821535766,2.07548850774765,0.5443453981011309
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_480_h256_objh384_te256_fu384_obj2_ff4_blocks5_drop0p3_lr0p0005_wd0p001,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_480_h256_objh384_te256_fu384_obj2_ff4_blocks5_drop0p3_lr0p0005_wd0p001/best_model.pt,256,384,256,384,2,4,5,0.3,0.0005,0.001,512,True,3,early_stopping_val_loss_overfit_patience_3,0.5724472542821436,0.5440951422106148,0.5743285884345686,0.5149340292880963,0.47374684023229197,0.5024882646901684,2.0445101349442094,0.5440951422106148
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_010_h128_objh128_te64_fu128_obj1_ff4_blocks4_drop0p1_lr0p0005_wd0p0001,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_010_h128_objh128_te64_fu128_obj1_ff4_blocks4_drop0p1_lr0p0005_wd0p0001/best_model.pt,64,128,128,128,1,4,4,0.1,0.0005,0.0001,512,True,3,early_stopping_val_loss_overfit_patience_3,0.5636991840035286,0.5438796216552586,0.5690577550347836,0.5273307235029723,0.4943701202900935,0.5230033751081941,1.7886839420707137,0.5438796216552586
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_233_h192_objh256_te128_fu256_obj2_ff2_blocks5_drop0p3_lr0p001_wd0p001,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_233_h192_objh256_te128_fu256_obj2_ff2_blocks5_drop0p3_lr0p001_wd0p001/best_model.pt,128,256,192,256,2,2,5,0.3,0.001,0.001,512,True,1,early_stopping_val_macro_f1_patience_3,0.5715650959347203,0.5434756558416214,0.5829549324933194,0.5431346962447441,0.5047486414669538,0.5310564463444246,1.9076354106267293,0.5434756558416214
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_024_h128_objh128_te64_fu128_obj2_ff4_blocks5_drop0p1_lr0p0005_wd0p0001,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_024_h128_objh128_te64_fu128_obj2_ff4_blocks5_drop0p1_lr0p0005_wd0p0001/best_model.pt,64,128,128,128,2,4,5,0.1,0.0005,0.0001,512,True,3,early_stopping_val_loss_overfit_patience_3,0.5760494008674557,0.5434400527759217,0.5885848090234712,0.5553863998840075,0.5200307757062809,0.5472804136254352,1.847546829117669,0.5434400527759217
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_302_h256_objh256_te128_fu256_obj2_ff2_blocks3_drop0p2_lr0p0005_wd0p0005,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_302_h256_objh256_te128_fu256_obj2_ff2_blocks3_drop0p2_lr0p0005_wd0p0005/best_model.pt,128,256,256,256,2,2,3,0.2,0.0005,0.0005,512,True,3,early_stopping_val_loss_overfit_patience_3,0.5596559582445049,0.5433011773027324,0.5725092689480441,0.5341452805567638,0.5093211634443903,0.5257953759341512,1.8890839484002855,0.5433011773027324
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_311_h256_objh256_te128_fu256_obj2_ff4_blocks5_drop0p2_lr0p001_wd0p0005,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_311_h256_objh256_te128_fu256_obj2_ff4_blocks5_drop0p2_lr0p001_wd0p0005/best_model.pt,128,256,256,256,2,4,5,0.2,0.001,0.0005,512,True,1,early_stopping_val_macro_f1_patience_3,0.5706094243916783,0.5432921084153792,0.5769550404295685,0.544367116137451,0.5060053960257501,0.5173941209800252,1.9044755653098777,0.5432921084153792
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_468_h256_objh384_te256_fu384_obj1_ff4_blocks5_drop0p3_lr0p0005_wd0p001,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_468_h256_objh384_te256_fu384_obj1_ff4_blocks5_drop0p3_lr0p0005_wd0p001/best_model.pt,256,384,256,384,1,4,5,0.3,0.0005,0.001,512,True,1,early_stopping_val_macro_f1_patience_3,0.5817834301257075,0.5431513698925449,0.5780089602880902,0.5794548354356966,0.550602822925629,0.5615163063555197,1.9734919358182836,0.5431513698925449
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_360_h256_objh256_te128_fu256_obj2_ff4_blocks5_drop0p3_lr0p0005_wd0p001,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_360_h256_objh256_te128_fu256_obj2_ff4_blocks5_drop0p3_lr0p0005_wd0p001/best_model.pt,128,256,256,256,2,4,5,0.3,0.0005,0.001,512,True,2,early_stopping_val_loss_overfit_patience_3,0.5630375652429611,0.5430627606807961,0.5752352203672666,0.4960127591706539,0.46262323757050583,0.4873295954028866,1.8011736980190984,0.5430627606807961
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_090_h128_objh128_te64_fu128_obj2_ff2_blocks5_drop0p25_lr0p0005_wd0p0005,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_090_h128_objh128_te64_fu128_obj2_ff2_blocks5_drop0p25_lr0p0005_wd0p0005/best_model.pt,64,128,128,128,2,2,5,0.25,0.0005,0.0005,512,True,2,early_stopping_val_macro_f1_patience_3,0.5792104682790561,0.5430528694304454,0.5694757759501511,0.5863418877772945,0.5529746223875024,0.5601371728498393,1.6607747585685164,0.5430528694304454
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_003_h128_objh128_te64_fu128_obj1_ff2_blocks4_drop0p1_lr0p001_wd0p0001,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_003_h128_objh128_te64_fu128_obj1_ff2_blocks4_drop0p1_lr0p001_wd0p0001/best_model.pt,64,128,128,128,1,2,4,0.1,0.001,0.0001,512,True,1,early_stopping_val_macro_f1_patience_3,0.5624494596780122,0.5430338342856319,0.5684338056405986,0.5351602145860519,0.49293885497277046,0.5154819262782271,1.9547884773325037,0.5430338342856319
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_020_h128_objh128_te64_fu128_obj2_ff4_blocks3_drop0p1_lr0p0005_wd0p0001,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_020_h128_objh128_te64_fu128_obj2_ff4_blocks3_drop0p1_lr0p0005_wd0p0001/best_model.pt,64,128,128,128,2,4,3,0.1,0.0005,0.0001,512,True,3,early_stopping_val_loss_overfit_patience_3,0.554510034551202,0.542734334419433,0.5658720659731707,0.5197187182833116,0.48512522914179573,0.5100977315081537,2.0183331657339028,0.542734334419433
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_022_h128_objh128_te64_fu128_obj2_ff4_blocks4_drop0p1_lr0p0005_wd0p0001,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_022_h128_objh128_te64_fu128_obj2_ff4_blocks4_drop0p1_lr0p0005_wd0p0001/best_model.pt,64,128,128,128,2,4,4,0.1,0.0005,0.0001,512,True,3,early_stopping_val_loss_overfit_patience_3,0.5680364625450268,0.542335137953923,0.5764830432797878,0.5100043497172684,0.49174081258730185,0.4978012829365841,1.9091359045770433,0.542335137953923
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_190_h192_objh256_te128_fu256_obj2_ff4_blocks4_drop0p2_lr0p0005_wd0p0005,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_190_h192_objh256_te128_fu256_obj2_ff4_blocks4_drop0p2_lr0p0005_wd0p0005/best_model.pt,128,256,192,256,2,4,4,0.2,0.0005,0.0005,512,True,2,early_stopping_val_loss_overfit_patience_3,0.5590678526795559,0.5423302985175954,0.5666966366837556,0.5426272292301001,0.522308387870707,0.5357647285018673,2.1207476766021163,0.5423302985175954
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_209_h192_objh256_te128_fu256_obj2_ff2_blocks5_drop0p25_lr0p001_wd0p0005,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_209_h192_objh256_te128_fu256_obj2_ff2_blocks5_drop0p25_lr0p001_wd0p0005/best_model.pt,128,256,192,256,2,2,5,0.25,0.001,0.0005,512,True,2,early_stopping_val_loss_overfit_patience_3,0.5600970374182166,0.5423027852287927,0.5776427785046734,0.5453095548789328,0.5262631899471277,0.5413994705221105,1.9908369095237166,0.5423027852287927
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_048_h128_objh128_te64_fu128_obj2_ff4_blocks5_drop0p15_lr0p0005_wd0p0001,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_048_h128_objh128_te64_fu128_obj2_ff4_blocks5_drop0p15_lr0p0005_wd0p0001/best_model.pt,64,128,128,128,2,4,5,0.15,0.0005,0.0001,512,True,4,early_stopping_val_loss_overfit_patience_3,0.5727413070646181,0.5421539687757313,0.5834981216346472,0.5181238219515731,0.48787044729205675,0.5120239271396482,1.8159084364219948,0.5421539687757313
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_326_h256_objh256_te128_fu256_obj2_ff2_blocks3_drop0p25_lr0p0005_wd0p0005,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_326_h256_objh256_te128_fu256_obj2_ff2_blocks3_drop0p25_lr0p0005_wd0p0005/best_model.pt,128,256,256,256,2,2,3,0.25,0.0005,0.0005,512,True,1,early_stopping_val_macro_f1_patience_3,0.579798573844005,0.5419313316045523,0.5796354506645593,0.5683630564013339,0.533281188303198,0.5485858251827128,1.9482198754946392,0.5419313316045523
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_092_h128_objh128_te64_fu128_obj2_ff4_blocks3_drop0p25_lr0p0005_wd0p0005,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_092_h128_objh128_te64_fu128_obj2_ff4_blocks3_drop0p25_lr0p0005_wd0p0005/best_model.pt,64,128,128,128,2,4,3,0.25,0.0005,0.0005,512,True,3,early_stopping_val_loss_overfit_patience_3,0.567227817393222,0.5419160491467954,0.5698023019054653,0.5584312019718718,0.5183568934563306,0.5394804061663769,1.5841546765080206,0.5419160491467954
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_154_h192_objh256_te128_fu256_obj1_ff4_blocks4_drop0p15_lr0p0005_wd0p0001,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_154_h192_objh256_te128_fu256_obj1_ff4_blocks4_drop0p15_lr0p0005_wd0p0001/best_model.pt,128,256,192,256,1,4,4,0.15,0.0005,0.0001,512,True,1,early_stopping_val_macro_f1_patience_3,0.5648753951334264,0.5416515679525702,0.5737183259343599,0.5752501087429317,0.5396109150057284,0.5595546927156492,2.124014827940199,0.5416515679525702
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_150_h192_objh256_te128_fu256_obj1_ff2_blocks5_drop0p15_lr0p0005_wd0p0001,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_195856/runs/run_150_h192_objh256_te128_fu256_obj1_ff2_blocks5_drop0p15_lr0p0005_wd0p0001/best_model.pt,128,256,192,256,1,2,5,0.15,0.0005,0.0001,512,True,1,early_stopping_val_macro_f1_patience_3,0.5750937293244137,0.5414740869110504,0.5771814508805344,0.5761925474844135,0.5309622443630513,0.5461310786401096,2.0478749363510698,0.5414740869110504
